Model Name;Page;Key;Parts No.;Parts Name;Destinations;Class;Quantity;Ship Unit;PMN No.
AccurioPress C4080;61;21;A50U630203;Lifting  Plate;;D;1;1;
AccurioPress C4080;61;22;A50U641500;Slide  Sheet;;D;6;5;
AccurioPress C4080;61;23;A50U946000;Paper feed  Label;;D;1;1;
AccurioPress C4080;61;24;A85CM55600;Photo   Sensor;;I;1;1;
AccurioPress C4080;61;a;V500020098;Mini Locking wire saddle;;D;;5;
AccurioPress C4080;61;b;V127030604;Screw;;V;;100;
AccurioPress C4080;61;c;V207040003;washer;;V;;100;
AccurioPress C4080;61;d;V217020003;E Ring;;V;;100;
AccurioPress C4080;61;e;V217025050;E-ring;;V;;100;
AccurioPress C4080;62;1;26NA47070;PAPER REGULATING CLAW;;C;2;1;
AccurioPress C4080;62;2;40AA32320;Toner Supply Spacer;;C;1;10;
AccurioPress C4080;62;3;55VA40600;Driving Up /Down Pulley;;B;2;1;
AccurioPress C4080;62;4;65AA47131E;Paper Detecting Actuator;;C;1;1;
AccurioPress C4080;62;5;65AA47600E;Detecting Gear 45T;;C;1;1;
AccurioPress C4080;62;6;65AA47700D;Up/down Pin;;D;1;1;
AccurioPress C4080;62;7;65AA47740E;Shaft Mounting Plate;;D;2;5;
AccurioPress C4080;62;8;65GE97490;CASSETTE GUIDE LABEL;;D;1;1;KOM241730E0
AccurioPress C4080;62;9;A03U812800;Slide Shaft Holder;;B;2;5;
AccurioPress C4080;62;10;A1UDM50100;Volume;;D;1;1;
AccurioPress C4080;62;11;A50U620602;Guide Rack /Rear;;D;1;1;
AccurioPress C4080;62;12;A50U620801;Regulating  Shaft;;D;1;1;
AccurioPress C4080;62;13;A50U620902;Guide  Rack  /Front;;D;1;1;
AccurioPress C4080;62;14;A50U621301;Stopper  Shaft;;D;1;1;
AccurioPress C4080;62;15;A50U621400;Mounting  Plate;;D;1;5;
AccurioPress C4080;62;16;A50U621800;Lifting Shaft;;D;1;1;
AccurioPress C4080;62;17;A50U621900;Mounting Plate;;D;1;1;
AccurioPress C4080;62;18;A50U622001;Stopper  Plate;;D;1;5;
AccurioPress C4080;62;19;A50U622101;Positioning  Plate;;D;1;1;
AccurioPress C4080;62;20;A50U622300;Brake  Knob;;D;1;1;
AccurioPress C4080;62;21;A50U622400;Support  Plate;;D;1;1;
AccurioPress C4080;62;22;A50U623201;Lock  Claw;;D;1;1;
AccurioPress C4080;62;23;A50U623300;Slide Spring /1;;D;1;5;
AccurioPress C4080;62;24;A50U625400;Up/down  Wire  /1;;D;2;1;
AccurioPress C4080;62;25;A50U625500;Up/down  Wire  /2;;D;2;1;
AccurioPress C4080;62;26;A50U626100;Protection  Plate;;D;2;5;KOM220281E1
AccurioPress C4080;62;27;A50U627501;Reinforce  Stay;;D;1;1;KOM220440E5
AccurioPress C4080;62;28;A50U628400;Pinion;;C;1;1;
AccurioPress C4080;62;29;A50U640800;Sheet;;D;2;5;
AccurioPress C4080;62;30;A50U642000;Guide  Spacer;;D;1;1;
AccurioPress C4080;62;31;A50U946300;Lock  Label  /2;;D;1;5;KOM241730E0
AccurioPress C4080;62;32;A50U945301;Regulating  Label;;D;1;5;
AccurioPress C4080;62;33;A93E365001;Label  /A;;D;2;5;KOM241730E0
AccurioPress C4080;62;a;V116030503;Screw;;V;;100;
AccurioPress C4080;62;b;V116030603;Screw;;V;;100;
AccurioPress C4080;62;c;V121030603;Screw;;V;;100;
AccurioPress C4080;62;d;V217040003;E-ring;;V;;100;
AccurioPress C4080;62;e;V127030604;Screw;;V;;100;
AccurioPress C4080;62;f;V127030803;screw;;V;;100;
AccurioPress C4080;62;g;V147030803;screw;;V;;100;
AccurioPress C4080;62;h;V207030003;washer;;V;;100;
AccurioPress C4080;62;k;V217060003;E-ring;;V;;100;
AccurioPress C4080;62;m;V570010057;Wing Edge Saddle;;D;;5;
AccurioPress C4080;63;1;4470402401;Stopper;;D;1;5;
AccurioPress C4080;63;2;65AA47550;WIRE ROLLER;;C;4;1;
AccurioPress C4080;63;3;65AA47630;WIRE GUIDE PART;;C;4;1;
AccurioPress C4080;63;4;65AA47740E;Shaft Mounting Plate;;D;2;5;KOM211625E3
AccurioPress C4080;63;5;65AA47900E;Mounting Plate  /2;;D;1;5;
AccurioPress C4080;63;6;A03U621200;GUIDE COVER;;C;1;1;
AccurioPress C4080;63;7;A1DUF62101;PULLEY FULCRUM PLATE CAULKING;;D;4;1;KOM220281E1
AccurioPress C4080;63;8;A50U621200;Slide  Guide;;D;4;1;
AccurioPress C4080;63;9;A50U624600;Mounting  Plate;;D;1;5;
AccurioPress C4080;63;10;A50U624700;Fixing  Cam;;D;1;1;
AccurioPress C4080;63;11;A50U625100;Positioning  Plate;;D;2;5;
AccurioPress C4080;63;12;A50U628200;Shoulder Screw;;D;8;5;
AccurioPress C4080;63;13;A85CM55600;Photo   Sensor;;I;1;1;
AccurioPress C4080;63;14;A50U629502;Plate spring;;D;1;1;
AccurioPress C4080;63;15;A50U629702;Brake  Part  /Lower;;D;1;1;
AccurioPress C4080;63;16;A50U629801;Brake  Part;;D;1;1;
AccurioPress C4080;63;17;A50U629901;Regulating  Plate  /Rear;;D;1;1;
AccurioPress C4080;63;18;A50U637600;Reinforce  Plate  /1;;D;1;5;
AccurioPress C4080;63;19;A50U637700;Reinforce  Plate  /2;;D;1;1;
AccurioPress C4080;63;20;A50U946400;Lock  Label  /1;;D;2;5;KOM241730E0
AccurioPress C4080;63;21;A50UN14100;Paperfeed  Wiring  /3;;D;1;1;
AccurioPress C4080;63;22;A93E365001;Label  /A;;D;2;5;KOM241730E0
AccurioPress C4080;63;a;V116030503;Screw;;V;;100;
AccurioPress C4080;63;b;V121030603;Screw;;V;;100;
AccurioPress C4080;63;c;V127030516;Screw;;V;;100;
AccurioPress C4080;63;d;V127030604;Screw;;V;;100;
AccurioPress C4080;63;e;V158031003;screw;;V;;100;
AccurioPress C4080;63;f;V207030003;washer;;V;;100;
AccurioPress C4080;63;g;V217060003;E-ring;;V;;100;
AccurioPress C4080;63;h;V500020098;Mini Locking wire saddle;;D;;5;
AccurioPress C4080;63;k;V570010050;Locking Edge Saddle;;D;;5;
AccurioPress C4080;63;m;V500020099;Mini Locking wire saddle;;D;;5;
AccurioPress C4080;64;1;A161626800;Pulling  Coil spring;;C;1;5;
AccurioPress C4080;64;2;A50U627002;Fixing  Plate  /2;;D;1;1;
AccurioPress C4080;64;3;A50U627200;Fixing  Plate  /3;;D;1;1;
AccurioPress C4080;64;4;A50U633002;Holding  Handle;;D;1;1;
AccurioPress C4080;64;5;A50U633200;Release  Lever;;D;1;1;
AccurioPress C4080;64;6;A50U633400;Stable  Spring;;D;2;1;
AccurioPress C4080;64;7;A50U633601;Lock  Lever;;D;1;1;
AccurioPress C4080;64;8;A50U633702;Receiving  Guide  /1;;D;1;5;
AccurioPress C4080;64;9;A50U633800;Release  Shaft  /1;;D;1;1;
AccurioPress C4080;64;10;A50U633900;Fixing  Plate;;D;1;1;
AccurioPress C4080;64;11;A50U634300;Receiving  Guide  /2;;D;1;5;
AccurioPress C4080;64;12;A50U945702;Operation  Label  /1;;D;1;1;
AccurioPress C4080;64;13;A9VE160800;Cover  Tray  /2;;D;1;1;
AccurioPress C4080;64;14;A9VE620701;Regulating  Plate  /Right;;D;1;1;
AccurioPress C4080;64;15;A9VE628400;Mounting  Plate  /1;;D;2;1;
AccurioPress C4080;64;16;A9VE633100;Handle  /B;;D;1;1;
AccurioPress C4080;64;17;A9VE634400;Paper feed  Handle;;D;1;1;
AccurioPress C4080;64;18;A9VE945500;Indicating Label /2;;D;1;1;
AccurioPress C4080;64;19;A9VEF62109;1000 Paper Cassette ASSY;;S;1;1;KOM220440E5
AccurioPress C4080;64;20;A50U623900;Lock  Claw;;D;1;1;
AccurioPress C4080;64;21;A50U624201;Lock  Part;;D;1;1;
AccurioPress C4080;64;22;A50U628300;Cover;;D;1;1;
AccurioPress C4080;64;a;V118030303;screw;;V;;100;
AccurioPress C4080;64;b;V126030603;Screw;;V;;100;
AccurioPress C4080;64;c;V127030516;Screw;;V;;100;
AccurioPress C4080;64;d;V127030604;Screw;;V;;100;
AccurioPress C4080;64;e;V151041003;Screw;;V;;100;
AccurioPress C4080;64;f;V158030803;Screw;;V;;100;
AccurioPress C4080;64;g;V217040003;E-ring;;V;;100;
AccurioPress C4080;65;1;4470402401;Stopper;;D;4;5;
AccurioPress C4080;65;2;65AA49500;Paper Exit Spacer /1;;C;2;1;KOM220281E1
AccurioPress C4080;65;3;55VA40930;DOUBLE FEED PREVENTIVE PLATE;;C;1;1;
AccurioPress C4080;65;4;65AA47120D;Mounting Plate;;D;1;1;
AccurioPress C4080;65;5;65AA47310E;PAPER DETECTING SHAFT;;D;2;1;
AccurioPress C4080;65;6;65AA47320;Paper Detecting Actuator;;C;2;1;
AccurioPress C4080;65;7;65AA47820;REGULATING PART;;C;2;1;
AccurioPress C4080;65;8;65AA47860;AUXILIARY SHEET;;C;4;1;KOM211625E3
AccurioPress C4080;65;9;A03X656203;Lock Screw;;C;2;1;
AccurioPress C4080;65;10;A1RF946000;Paper feed  Label  /1;;D;1;5;
AccurioPress C4080;65;11;A50U621001;Reinforce  Plate  /Rear;;D;1;1;
AccurioPress C4080;65;12;A50U622600;Regulating  Plate  /Rear;;D;1;1;
AccurioPress C4080;65;13;A50U622802;Reinforce  Plate  /Front;;D;1;1;
AccurioPress C4080;65;14;A50U625701;Regulating  Plate  /Front;;D;1;1;
AccurioPress C4080;65;15;A50U626502;Support  Plate  /1;;D;2;1;
AccurioPress C4080;65;16;A50U626601;Support  Plate  /2;;D;1;1;
AccurioPress C4080;65;17;A50U626702;Support  Plate  /3;;D;1;1;
AccurioPress C4080;65;18;A50U627601;Sheet;;D;1;5;
AccurioPress C4080;65;19;A50U627701;Sheet;;D;1;5;
AccurioPress C4080;65;20;A50U628200;Shoulder Screw;;D;2;5;
AccurioPress C4080;65;21;A50U629001;Reinforce  Stay;;D;1;1;
AccurioPress C4080;65;22;A50U629202;Up/down  Plate  /Rear;;D;1;1;
AccurioPress C4080;65;23;A50U630203;Lifting  Plate;;D;1;1;
AccurioPress C4080;65;24;A50U631200;Mounting  Plate  /Assy;;D;1;1;
AccurioPress C4080;65;25;A50U631301;Up/down  Gear 60T;;C;1;1;
AccurioPress C4080;65;26;A50U631600;Mounting  Plate;;D;1;1;
AccurioPress C4080;65;27;A50U641500;Slide  Sheet;;D;8;5;
AccurioPress C4080;65;28;A85CM55600;Photo   Sensor;;I;4;1;
AccurioPress C4080;65;a;V127030516;Screw;;V;;100;
AccurioPress C4080;65;b;V127030604;Screw;;V;;100;
AccurioPress C4080;65;c;V207040003;washer;;V;;100;
AccurioPress C4080;65;d;V217020003;E Ring;;V;;100;
AccurioPress C4080;65;e;V217025050;E-ring;;V;;100;
AccurioPress C4080;65;f;V217040003;E-ring;;V;;100;
AccurioPress C4080;65;g;V500010051;Mini Saddle;;D;;5;
AccurioPress C4080;65;h;V500020098;Mini Locking wire saddle;;D;;5;
AccurioPress C4080;66;1;26NA47070;PAPER REGULATING CLAW;;C;2;1;
AccurioPress C4080;66;2;40AA32320;Toner Supply Spacer;;C;1;10;
AccurioPress C4080;66;3;A50U946300;Lock  Label  /2;;D;1;5;KOM241730E0
AccurioPress C4080;66;4;65AA47600E;Detecting Gear 45T;;C;1;1;
AccurioPress C4080;66;5;65AA47700D;Up/down Pin;;D;1;1;
AccurioPress C4080;66;6;65AA47740E;Shaft Mounting Plate;;D;2;5;
AccurioPress C4080;66;7;65GE97490;CASSETTE GUIDE LABEL;;D;1;1;KOM241730E0
AccurioPress C4080;66;8;A03N621800;Slide Shoulder screw;;C;2;5;
AccurioPress C4080;66;9;A03U812800;Slide Shaft Holder;;B;2;5;
AccurioPress C4080;66;10;A1UDM50100;Volume;;D;1;1;
AccurioPress C4080;66;11;A50U620801;Regulating  Shaft;;D;1;1;
AccurioPress C4080;66;12;A50U621301;Stopper  Shaft;;D;1;1;
AccurioPress C4080;66;13;A50U621400;Mounting  Plate;;D;1;5;
AccurioPress C4080;66;14;A50U621900;Mounting Plate;;D;1;1;
AccurioPress C4080;66;15;A50U622001;Stopper  Plate;;D;1;5;
AccurioPress C4080;66;16;A50U622101;Positioning  Plate;;D;1;1;
AccurioPress C4080;66;17;A50U622400;Support  Plate;;D;1;1;
AccurioPress C4080;66;18;A50U623201;Lock  Claw;;D;1;1;
AccurioPress C4080;66;19;A50U623300;Slide Spring /1;;D;1;5;
AccurioPress C4080;66;20;A50U854600;Release  Gear  /1 24T;;C;1;1;
AccurioPress C4080;66;21;A50U945301;Regulating  Label;;D;1;5;
AccurioPress C4080;66;22;A50U626000;Pulley;;C;3;1;
AccurioPress C4080;66;23;A50U626100;Protection  Plate;;D;2;5;KOM220281E1
AccurioPress C4080;66;24;A50U627501;Reinforce  Stay;;D;1;1;KOM220440E5
AccurioPress C4080;66;25;A50U628400;Pinion;;C;1;1;
AccurioPress C4080;66;26;A50U630602;Guide Rack /Rear;;D;1;1;
AccurioPress C4080;66;27;A50U630902;Guide  Rack  /Front;;D;1;1;
AccurioPress C4080;66;28;A50U631000;Slide Plate;;D;1;1;
AccurioPress C4080;66;29;A50U631100;Mounting Plate;;D;1;5;
AccurioPress C4080;66;30;A50U631500;Auxiliary  Wire;;D;1;1;
AccurioPress C4080;66;31;A50U631700;Slide Spring /1;;D;1;1;
AccurioPress C4080;66;32;A50U631800;Up/down  Shaft;;D;1;1;
AccurioPress C4080;66;33;A50U631900;Slide Spring /1;;D;1;1;
AccurioPress C4080;66;34;A50U632300;Brake  Knob;;D;1;1;
AccurioPress C4080;66;35;A50U635400;Up/down  Wire  /1;;D;2;1;
AccurioPress C4080;66;36;A50U635500;Up/down  Wire  /2;;D;2;1;
AccurioPress C4080;66;37;A50U640700;Sheet;;D;2;5;
AccurioPress C4080;66;38;A50U642000;Guide  Spacer;;D;1;1;
AccurioPress C4080;66;39;A93E365001;Label  /A;;D;2;5;KOM241730E0
AccurioPress C4080;66;a;V116030503;Screw;;V;;100;
AccurioPress C4080;66;b;V116030603;Screw;;V;;100;
AccurioPress C4080;66;c;V127030516;Screw;;V;;100;
AccurioPress C4080;66;d;V127030604;Screw;;V;;100;
AccurioPress C4080;66;e;V127030803;screw;;V;;100;
AccurioPress C4080;66;f;V147030803;screw;;V;;100;
AccurioPress C4080;66;g;V217040003;E-ring;;V;;100;
AccurioPress C4080;66;h;V217060003;E-ring;;V;;100;
AccurioPress C4080;66;k;V570010057;Wing Edge Saddle;;D;;5;
AccurioPress C4080;66;m;V234201450;Pin;;V;;100;
AccurioPress C4080;67;1;65AA47550;WIRE ROLLER;;C;4;1;
AccurioPress C4080;67;2;65AA47630;WIRE GUIDE PART;;C;4;1;
AccurioPress C4080;67;3;65AA47740E;Shaft Mounting Plate;;D;2;5;KOM211625E3
AccurioPress C4080;67;4;A03U621200;GUIDE COVER;;C;1;1;
AccurioPress C4080;67;5;A03X622101;REGULATING RACK /1;;D;6;1;
AccurioPress C4080;67;6;A03X622201;REGULATING RACK /2;;D;1;5;
AccurioPress C4080;67;7;A1DUF62101;PULLEY FULCRUM PLATE CAULKING;;D;4;1;KOM220281E1
AccurioPress C4080;67;8;A50U621200;Slide  Guide;;D;4;1;
AccurioPress C4080;67;9;A50U624600;Mounting  Plate;;D;1;5;
AccurioPress C4080;67;10;A50U624700;Fixing  Cam;;D;1;1;
AccurioPress C4080;67;11;A50U625100;Positioning  Plate;;D;2;5;
AccurioPress C4080;67;12;A50U628200;Shoulder Screw;;D;8;5;
AccurioPress C4080;67;13;A50UN14001;Paperfeed  Wiring  /2;;D;1;1;
AccurioPress C4080;67;14;A50U629401;Regulating  Plate  /Rear;;D;1;1;
AccurioPress C4080;67;15;A50U629502;Plate spring;;D;1;1;
AccurioPress C4080;67;16;A50U629702;Brake  Part  /Lower;;D;1;1;
AccurioPress C4080;67;17;A50U629801;Brake  Part;;D;1;1;
AccurioPress C4080;67;18;A50U640100;Guide  Rail;;D;1;1;
AccurioPress C4080;67;19;A50U642300;Mounting  Screw;;D;13;5;
AccurioPress C4080;67;20;A50U946400;Lock  Label  /1;;D;2;5;KOM241730E0
AccurioPress C4080;67;21;A93E365001;Label  /A;;D;2;5;KOM241730E0
AccurioPress C4080;67;a;V116030503;Screw;;V;;100;
AccurioPress C4080;67;b;V121030603;Screw;;V;;100;
AccurioPress C4080;67;c;V127030516;Screw;;V;;100;
AccurioPress C4080;67;d;V127030604;Screw;;V;;100;
AccurioPress C4080;67;e;V158031003;screw;;V;;100;
AccurioPress C4080;67;f;V207030003;washer;;V;;100;
AccurioPress C4080;67;g;V217060003;E-ring;;V;;100;
AccurioPress C4080;67;h;V500020098;Mini Locking wire saddle;;D;;5;
AccurioPress C4080;67;k;V500020099;Mini Locking wire saddle;;D;;5;
AccurioPress C4080;68;1;25SA40960;DOUBLE FEED PREVENTION RUBBER;;A;1;10;
AccurioPress C4080;68;2;26NA42061;BY PASS FEED CONVEYING GEAR 21T;;B;1;1;
AccurioPress C4080;68;3;26NA42560;By-Pass Idler Roller;;C;2;1;
AccurioPress C4080;68;4;55VA79030;Paper Feed Reversal Gear /C 14T;;B;2;10;
AccurioPress C4080;68;5;56AA17510;Pin /B;;C;1;1;
AccurioPress C4080;68;6;AC57560301;Paper feed Main body;;D;1;1;
AccurioPress C4080;68;7;56AA40360;Reverse Roller;;C;1;1;
AccurioPress C4080;68;8;56AA40430;SPRING MOUNTING PLATE  1;;D;1;5;
AccurioPress C4080;68;9;56AA40440;SPRING MOUNTING PLATE  2;;D;1;5;
AccurioPress C4080;68;10;56AA40481;PAPERFEEDPRESSINGSPRING;;C;1;1;
AccurioPress C4080;68;11;56AA40530;ENTRANCE GUIDE PART;;D;1;1;
AccurioPress C4080;68;12;56AA40540;ENTRANCE GUIDE SHEET;;C;1;5;
AccurioPress C4080;68;13;56QA40080;Multi-feed Preventing Plate;;C;1;1;
AccurioPress C4080;68;14;56QA40250;MULTI FEED SUPPORT SHAFT;;D;1;1;
AccurioPress C4080;68;15;56QA40270;MULTI FEED REVERSE SHAFT;;D;1;1;
AccurioPress C4080;68;16;56QA40550;MULTI FEED ADJUSTMENT PLATE;;D;1;5;
AccurioPress C4080;68;17;57AA40420;MULTI FEED PREVENTING SPRING;;C;1;5;
AccurioPress C4080;68;18;A00J663200;Bushing;;B;4;1;
AccurioPress C4080;68;19;A03U850101;Slide Bushing;;C;4;5;
AccurioPress C4080;68;20;A03X565611;Torque Limiter  /A;;B;1;1;
AccurioPress C4080;68;21;A1DUR71K00;Paper Feed Driven Shaft Assy;;D;1;1;
AccurioPress C4080;68;22;A1RF620301;Stopper  Collar;;D;1;1;
AccurioPress C4080;68;23;AC57R70811;Paper Feed ASSY;;S;1;1;KOM240923E0
AccurioPress C4080;68;a;V116030603;Screw;;V;;100;
AccurioPress C4080;68;b;V121030603;Screw;;V;;100;
AccurioPress C4080;68;c;V153030803;Screw;;V;;100;
AccurioPress C4080;68;d;V217030003;E-ring;;V;;100;
AccurioPress C4080;68;e;V217040003;E-ring;;V;;100;
AccurioPress C4080;68;f;V217060003;E-ring;;V;;100;
AccurioPress C4080;69;1;4109553001;Stopper;;C;3;1;
AccurioPress C4080;69;2;55VA42120;Shaft Stopper;;C;1;1;
AccurioPress C4080;69;3;55VA75540;PAPER FEED SHAFT HOLDER B;;B;1;1;
AccurioPress C4080;69;4;56AA17121;SEPARATE SPRING UPPER;;C;1;10;
AccurioPress C4080;69;5;56AA17760;COLLAR;;C;2;1;
AccurioPress C4080;69;6;AC57560401;Guide Plate /ASSY;;D;1;1;
AccurioPress C4080;69;7;56AA40100G;Wiring Protection Cover;;D;1;1;
AccurioPress C4080;69;8;56AA40120;PAPER FEED HOLDING SCREW;;C;1;1;
AccurioPress C4080;69;9;A85CM55600;Photo   Sensor;;I;2;1;
AccurioPress C4080;69;10;A50U836200;Plate  /23;;D;1;5;
AccurioPress C4080;69;11;AC57560000;Registration Roller;;C;1;1;
AccurioPress C4080;69;12;AAMPM50200;Photoreflector;;B;1;1;KOM242600E0
AccurioPress C4080;69;13;56AA40370;ADJUSTING PLATE;;D;1;1;
AccurioPress C4080;69;14;56AA40390E;CAM PLATE;;C;1;1;KOM242197E0
AccurioPress C4080;69;15;A9VE560100;Ground  Plate;;C;1;1;
AccurioPress C4080;69;16;56AA40500;SHAFT HOLDER EARTH PLATE;;C;1;1;
AccurioPress C4080;69;17;56AA40520;EARTH SPRING;;C;1;1;
AccurioPress C4080;69;18;56AA77720E;Paper Feed Reverse Gear /1 16/22T;;C;1;1;
AccurioPress C4080;69;19;56AA77730;PAPER FEED REVERSING GEAR 2 33T;;C;1;1;
AccurioPress C4080;69;20;A795M20311;Clutch;;C;1;1;KOM241554E0
AccurioPress C4080;69;21;65AA40010;Regulating Plate;;D;1;1;
AccurioPress C4080;69;22;A00J663200;Bushing;;B;3;1;
AccurioPress C4080;69;23;A03U812800;Slide Shaft Holder;;B;1;5;
AccurioPress C4080;69;24;A50U560902;Drive Side plate /1;;D;1;1;KOM251081E0
AccurioPress C4080;69;25;A50U561200;Drive  Side plate  /Assy;;D;1;1;
AccurioPress C4080;69;26;A50U562400;Input  Shaft;;D;1;1;
AccurioPress C4080;69;27;A50U564500;Paper feed  Coupling;;B;1;1;
AccurioPress C4080;69;28;A50U565100;Pressing  Spring;;D;1;5;
AccurioPress C4080;69;29;AC57N14200;Paper Feed Harness;;D;1;1;
AccurioPress C4080;69;30;A85C635401;Adjusting  Plate;;D;1;1;
AccurioPress C4080;69;a;V121030603;Screw;;V;;100;
AccurioPress C4080;69;b;V127030604;Screw;;V;;100;
AccurioPress C4080;69;c;V153030803;Screw;;V;;100;
AccurioPress C4080;69;d;V217030003;E-ring;;V;;100;
AccurioPress C4080;69;e;V217040003;E-ring;;V;;100;
AccurioPress C4080;69;f;V217060003;E-ring;;V;;100;
AccurioPress C4080;69;g;V234301250;Pin;;B;;100;
AccurioPress C4080;69;h;V234301450;Pin;;V;;100;
AccurioPress C4080;69;k;V570010050;Locking Edge Saddle;;D;;5;
AccurioPress C4080;69;m;V570010056;Locking Edge Saddle;;D;;5;KOM251081E0
AccurioPress C4080;69;n;V500020099;Mini Locking wire saddle;;D;;5;
AccurioPress C4080;69;p;V125030803;Screw;;V;;100;
AccurioPress C4080;69;q;V500020077;wabe Clamp;;D;;5;KOM251081E0
AccurioPress C4080;70;1;059076510;PULLEY 1 15T;;C;2;1;
AccurioPress C4080;70;2;25AA40100;Feeding Roller /B;;B;1;1;
AccurioPress C4080;70;3;25SA40960;DOUBLE FEED PREVENTION RUBBER;;A;1;10;
AccurioPress C4080;70;4;55FA40320;COUPLING;;C;1;1;
AccurioPress C4080;70;5;55VA42120;Shaft Stopper;;C;1;1;
AccurioPress C4080;70;6;56AA17510;Pin /B;;C;2;1;
AccurioPress C4080;70;7;56AA17760;COLLAR;;C;2;1;
AccurioPress C4080;70;8;56AA40070;Paper feed Swing Plate;;D;1;1;
AccurioPress C4080;70;9;56AA40300;PAPER QUANTITY ACTUATOR;;C;1;1;
AccurioPress C4080;70;10;56AA40380;PAPER FEED REGULATING BLOCK;;B;1;1;
AccurioPress C4080;70;11;56AA40490;Shaft Stopper /4;;C;4;1;
AccurioPress C4080;70;12;56AA77590;PAPER FEED ROCKING BELT 111L;;C;1;1;
AccurioPress C4080;70;13;A795M20311;Clutch;;C;1;1;KOM241554E0
AccurioPress C4080;70;14;65AA40080E;Paper feed Auxiliary Plate;;D;1;1;
AccurioPress C4080;70;15;65GE97400;GUIDE LABEL /1;;C;1;1;KOM241730E0
AccurioPress C4080;70;16;A00J663200;Bushing;;B;6;1;
AccurioPress C4080;70;17;A03U560500;Regulating  Plate  /Rear;;C;1;1;
AccurioPress C4080;70;18;A03U812800;Slide Shaft Holder;;B;2;5;
AccurioPress C4080;70;19;A1DUR71J00;Paper Feed Oscillate Roller;;B;1;1;
AccurioPress C4080;70;20;A1DUR75200;Paper Feed Feeding Shaft Assy;;D;1;1;
AccurioPress C4080;70;21;A85C635200;Swing  Shaft;;D;1;1;
AccurioPress C4080;70;22;AC57635300;Drive Shaft;;D;1;1;
AccurioPress C4080;70;23;A93E365001;Label  /A;;D;1;5;KOM241730E0
AccurioPress C4080;70;a;V118030603;Screw;;V;;100;
AccurioPress C4080;70;b;V121030603;Screw;;V;;100;
AccurioPress C4080;70;c;V217040003;E-ring;;V;;100;
AccurioPress C4080;70;d;V217060003;E-ring;;V;;100;
AccurioPress C4080;71;1;25SA40960;DOUBLE FEED PREVENTION RUBBER;;A;1;10;
AccurioPress C4080;71;2;26NA42061;BY PASS FEED CONVEYING GEAR 21T;;B;1;1;
AccurioPress C4080;71;3;26NA42560;By-Pass Idler Roller;;C;2;1;
AccurioPress C4080;71;4;55VA79030;Paper Feed Reversal Gear /C 14T;;B;2;10;
AccurioPress C4080;71;5;56AA17510;Pin /B;;C;1;1;
AccurioPress C4080;71;6;AC57560301;Paper feed Main body;;D;1;1;KOM210411E0
AccurioPress C4080;71;6;56AA40010E;Paper feed Main body;;C;1;1;KOM210411E0
AccurioPress C4080;71;7;56AA40360;Reverse Roller;;C;1;1;
AccurioPress C4080;71;8;56AA40430;SPRING MOUNTING PLATE  1;;D;1;5;
AccurioPress C4080;71;9;56AA40440;SPRING MOUNTING PLATE  2;;D;1;5;
AccurioPress C4080;71;10;56AA40481;PAPERFEEDPRESSINGSPRING;;C;1;1;
AccurioPress C4080;71;11;56AA40530;ENTRANCE GUIDE PART;;D;1;1;
AccurioPress C4080;71;12;56AA40540;ENTRANCE GUIDE SHEET;;C;1;5;
AccurioPress C4080;71;13;56QA40080;Multi-feed Preventing Plate;;C;1;1;
AccurioPress C4080;71;14;56QA40250;MULTI FEED SUPPORT SHAFT;;D;1;1;
AccurioPress C4080;71;15;56QA40270;MULTI FEED REVERSE SHAFT;;D;1;1;
AccurioPress C4080;71;16;56QA40550;MULTI FEED ADJUSTMENT PLATE;;D;1;5;
AccurioPress C4080;71;17;57AA40420;MULTI FEED PREVENTING SPRING;;C;1;5;
AccurioPress C4080;71;18;A00J663200;Bushing;;B;4;1;
AccurioPress C4080;71;19;A03U850101;Slide Bushing;;C;4;5;
AccurioPress C4080;71;20;A03X565611;Torque Limiter  /A;;B;1;1;
AccurioPress C4080;71;21;A1DUR71K00;Paper Feed Driven Shaft Assy;;D;1;1;
AccurioPress C4080;71;22;A1RF620301;Stopper  Collar;;D;1;1;
AccurioPress C4080;71;23;AC57R75611;Paper Feed Assy;;S;1;1;KOM241560E0
AccurioPress C4080;71;a;V116030603;Screw;;V;;100;
AccurioPress C4080;71;b;V121030603;Screw;;V;;100;
AccurioPress C4080;71;c;V153030803;Screw;;V;;100;
AccurioPress C4080;71;d;V217030003;E-ring;;V;;100;
AccurioPress C4080;71;e;V217040003;E-ring;;V;;100;
AccurioPress C4080;71;f;V217060003;E-ring;;V;;100;
AccurioPress C4080;72;1;4109553001;Stopper;;C;3;1;
AccurioPress C4080;72;2;55VA42120;Shaft Stopper;;C;1;1;
AccurioPress C4080;72;3;55VA75540;PAPER FEED SHAFT HOLDER B;;B;1;1;
AccurioPress C4080;72;4;56AA17121;SEPARATE SPRING UPPER;;C;1;10;
AccurioPress C4080;72;5;56AA17760;COLLAR;;C;2;1;
AccurioPress C4080;72;6;AC57560401;Guide Plate /ASSY;;D;1;1;KOM210411E0
AccurioPress C4080;72;6;56AA40032F;Paper Feed Guide Plate /Upper;;C;1;1;KOM210411E0
AccurioPress C4080;72;7;56AA40100G;Wiring Protection Cover;;D;1;1;
AccurioPress C4080;72;8;56AA40120;PAPER FEED HOLDING SCREW;;C;1;1;
AccurioPress C4080;72;9;A85CM55600;Photo   Sensor;;I;3;1;KOM210411E0
