model;section_name;page_number;ref_number;part_code;name;destination;class;quantity;ship_unit;pmn_no
C5070;Charge Control Section;114;24;A8AK103502;Conveyance  Guide  /1;;D;1;1;
C5070;Charge Control Section;114;25;A8AK103601;Conveyance  Guide  /2;;D;1;1;
C5070;Charge Control Section;114;26;A8AK103702;Mounting  Plate  /Front;;D;1;1;
C5070;Charge Control Section;114;27;A8AK104100;Drive  Gear  20T;;C;1;1;
C5070;Charge Control Section;114;28;A8AK108001;Holding  Plate;;D;1;1;
C5070;Charge Control Section;114;29;A8AK108100;Guide Block;;D;1;5;
C5070;Charge Control Section;114;30;A8AK108200;Guide  Shaft;;D;1;5;
C5070;Charge Control Section;114;31;A8AK108302;Positioning  Shaft;;D;1;1;
C5070;Charge Control Section;114;32;A8AK108400;Lock  Handle;;C;1;1;
C5070;Charge Control Section;114;33;A8AK108500;Lock  Spring;;D;1;5;
C5070;Charge Control Section;114;34;A8AK941302;Processing Label /1;;C;1;5;
C5070;Charge Control Section;114;35;A8AKN10501;HV   Wiring   /2;;D;1;1;
C5070;Charge Control Section;114;36;A8AKR70511;Lower Roller Contact Assy;;C;1;1;
C5070;Charge Control Section;114;37;AC57896400;Neutralizing  Brush;;D;1;1;
C5070;Charge Control Section;114;38;A9VP893500;Guide Sheet;;D;4;5;
C5070;Rear Electrical Section;115;1;ACVXM40H00;Noise Filter;;D;1;1;
C5070;Rear Electrical Section;115;2;A00JM60300;Rocker switch;;C;1;1;
C5070;Rear Electrical Section;115;3;A07TM60100;Power source Relay;;C;2;1;
C5070;Rear Electrical Section;115;4;A4EUM60401;Breaker;C,B,G2;D;1;1;
C5070;Rear Electrical Section;115;5;A50U131503;Bottom plate;;D;1;1;
C5070;Rear Electrical Section;115;6;A50U131700;Mounting  Plate;;D;1;1;
C5070;Rear Electrical Section;115;7;A50U131800;Fixing  Plate  /D;;D;1;1;
C5070;Rear Electrical Section;115;8;A799M45300;Noise filter;C;D;1;1;
C5070;Rear Electrical Section;115;10;AC57134100;Mounting Plate /2;C;D;1;1;
C5070;Rear Electrical Section;115;11;AC57R73000;Power Code ASSY;C;D;1;1;
C5070;Rear Electrical Section;115;12;AC57133800;Protection  Plate;;D;1;1;
C5070;Rear Electrical Section;115;13;A79J136000;Mounting  Plate;B,G2,C;D;1;5;
C5070;Rear Electrical Section;115;14;AC57133900;Cushion;;D;2;5;
C5070;Rear Electrical Section;116;1;A50U131100;Hold  Casing  /2;;D;1;1;
C5070;Rear Electrical Section;116;2;A50U131200;Ground  Plate  /4;;D;1;1;
C5070;Rear Electrical Section;116;3;A50U131002;Casing  /1;;D;1;1;
C5070;Rear Electrical Section;116;4;A50U131400;Ground  Plate  /1;;D;1;5;
C5070;Rear Electrical Section;116;5;A50U131900;Ground  Plate  /2;;D;1;5;
C5070;Rear Electrical Section;116;6;A50U131300;Ground  Plate  /3;;D;1;1;
C5070;Rear Electrical Section;116;7;A50UM40112;HV Board /1;;D;1;1;
C5070;Rear Electrical Section;116;8;A50UM40201;HV  Board  /2;;D;1;1;
C5070;Rear Electrical Section;116;9;A50UN24400;HV  Wiring  /15;;D;1;1;
C5070;Rear Electrical Section;116;10;A50UN23200;HV  Wiring  /3;;D;1;1;
C5070;Rear Electrical Section;116;11;A50UN23300;HV  Wiring  /4;;D;1;1;
C5070;Rear Electrical Section;116;12;A50UN23400;HV  Wiring  /5;;D;1;1;
C5070;Rear Electrical Section;116;13;A50UN23500;HV  Wiring  /6;;D;1;1;
C5070;Rear Electrical Section;116;14;A50UN23600;HV  Wiring  /7;;D;1;1;
C5070;Rear Electrical Section;116;15;A50UN23700;HV  Wiring  /8;;D;1;1;
C5070;Rear Electrical Section;116;16;A50UN23800;HV  Wiring  /9;;D;1;1;
C5070;Rear Electrical Section;116;17;A50UN23900;HV  Wiring  /10;;D;1;1;
C5070;Rear Electrical Section;116;18;A50UN24100;HV  Wiring  /12;;D;1;1;
C5070;Rear Electrical Section;116;19;A50UN24200;HV  Wiring  /13;;D;1;1;
C5070;Rear Electrical Section;116;20;A50UN24300;HV  Wiring  /14;;D;2;1;
C5070;Rear Electrical Section;116;21;A50UN24600;HV  Wiring  /16;;D;1;1;
C5070;Rear Electrical Section;116;22;A50UN24800;HV  Wiring  /17;;D;1;1;
C5070;Rear Electrical Section;116;23;A50UN25000;HV  Wiring  /18;;D;1;1;
C5070;Rear Electrical Section;116;24;A50UN25200;HV  Wiring  /19;;D;1;1;
C5070;Rear Electrical Section;116;25;A50UN25300;HV  Wiring  /G;;D;1;1;
C5070;Rear Electrical Section;116;26;A50UN25500;HV  Wiring  /S;;D;1;1;
C5070;Rear Electrical Section;117;1;55VA32480;MAGNET CATCH;;C;4;1;
C5070;Rear Electrical Section;117;2;AEEHH03002;Printer Control Board ASSY;;I;1;1;
C5070;Rear Electrical Section;117;3;A50U104801;Connecting  Frame;;D;1;1;
C5070;Rear Electrical Section;117;4;A50U734100;Guide Screw;;D;4;1;
C5070;Rear Electrical Section;117;5;A50U737302;Fixing  Screw  /1;;D;4;1;
C5070;Rear Electrical Section;117;6;A50U737401;Mounting  Stay  /2;;D;1;1;
C5070;Rear Electrical Section;117;7;A50U737601;Guide  Part  /11;;D;1;1;
C5070;Rear Electrical Section;117;8;A50U737700;Guide  Part  /12;;D;1;1;
C5070;Rear Electrical Section;117;9;A50U749401;Mounting  Stay  /Rear;;D;1;1;
C5070;Rear Electrical Section;117;10;A50U749502;Mounting  Stay  /1;;D;1;1;
C5070;Rear Electrical Section;117;11;A50U749600;Idler  Sleeve  /1;;D;2;5;
C5070;Rear Electrical Section;117;12;A50U749700;Idler  Sleeve  /2;;D;1;5;
C5070;Rear Electrical Section;117;13;A50U749801;Positioning  Sleeve  /3;;D;1;1;
C5070;Rear Electrical Section;117;14;A50U753100;Pressing  Spring;;D;3;5;
C5070;Rear Electrical Section;117;15;AC57N11300;Fusing Relay Harness /D;;D;1;1;
C5070;Rear Electrical Section;117;16;A50U133102;Support Plate /B;;D;1;1;
C5070;Rear Electrical Section;117;17;A50UN12900;Toner  Relay harness  /1;;D;1;1;
C5070;Rear Electrical Section;117;18;AC58N17400;Drive   Relay Harness  /2;B,G2,C;D;1;1;
C5070;Rear Electrical Section;117;19;A9VE133000;Support Plate;;D;1;1;
C5070;Rear Electrical Section;117;20;57AA15600;Electric Mounting Screw;;C;2;1;
C5070;Rear Electrical Section;118;1;ADXGM10100;Fan Motor;;C;1;1;
C5070;Rear Electrical Section;118;2;AC57M46111;AC Drive Board /230V;B,G2,C;I;1;1;
C5070;Rear Electrical Section;118;3;AC57N11400;AC Harness /2;;D;1;1;
C5070;Rear Electrical Section;118;4;AC57N11600;Fusing Relay Harness /2;;D;1;1;
C5070;Rear Electrical Section;118;6;AC57V13015;Power Supply Assy (200-240V);B,G2,C;I;2;1;
C5070;Rear Electrical Section;118;7;A50U136700;Cover Part;;D;1;1;
C5070;Rear Electrical Section;118;8;A50U136800;Filter;;C;1;1;
C5070;Rear Electrical Section;118;9;AC57133700;Cushion;;D;1;1;
C5070;Rear Electrical Section;118;10;AC57133400;Cover;;D;1;5;
C5070;Rear Electrical Section;118;11;AC57132900;Duct;;D;1;1;
C5070;Rear Electrical Section;118;12;AC57132800;Fixing Plate /4;;D;1;1;
C5070;Rear Electrical Section;118;13;AC57132202;Cover;;D;1;1;
C5070;Rear Electrical Section;118;14;AC57132001;Mounting Plate;;D;1;1;
C5070;Rear Electrical Section;118;15;AC57120700;Mounting Plate;;D;1;1;
C5070;Rear Electrical Section;118;16;AAMPM11000;Fan Motor;;C;1;1;
C5070;Rear Electrical Section;118;17;AC57132500;Fixing Plate /1;;D;2;1;
C5070;Rear Electrical Section;118;18;A93EM11000;Fan Motor;;C;1;1;
C5070;Rear Electrical Section;118;19;AEEH946500;ID Label;;D;2;5;
C5070;Rear Electrical Section;119;1;4025228301;Screw;;D;2;1;
C5070;Rear Electrical Section;119;2;AC57N29200;Relay Harness /U;;D;1;1;
C5070;Rear Electrical Section;119;3;A50U133902;Wiring  Guide  /Right rear;;D;1;1;
C5070;Rear Electrical Section;119;4;A50U136303;Wiring  Guide  /2;;D;1;1;
C5070;Rear Electrical Section;119;5;AC57130400;Cover  /1;;D;1;1;
C5070;Rear Electrical Section;119;6;AC57134800;Cover Plate /1;;D;1;1;
C5070;Rear Electrical Section;119;7;AC57135800;Cover /1;;D;1;1;
C5070;Rear Electrical Section;119;8;AEEHH01001;Main Body Control Board ASSY;;I;1;1;
C5070;Rear Electrical Section;119;9;AC57N27400;Image Processing Relay Harness /1;;D;1;1;
C5070;Rear Electrical Section;119;10;AC57N28600;Image Processing Relay Harness /2;;D;1;1;
C5070;Rear Electrical Section;119;11;ADXGM10100;Fan Motor;;C;1;1;
C5070;Rear Electrical Section;119;12;AC57130500;Processing Cover;;D;1;1;
C5070;Rear Electrical Section;119;13;AC57134000;Fixing Plate;;D;1;1;
C5070;Rear Electrical Section;119;14;AC57108100;Power supply Panel /F;;D;1;5;
C5070;Rear Electrical Section;119;15;A50U133700;Wiring  Guide  /Rear;;D;1;1;
C5070;Rear Electrical Section;119;16;A50U133800;Wiring  Guide  /Left Rear;;D;1;1;
C5070;Rear Electrical Section;119;17;AEEH130600;Plate spring;;D;1;1;
C5070;Rear Electrical Section;119;18;AEEH130700;Protection  Sheet;;D;1;5;
C5070;Wiring;120;1;AEEHN10F00;AC   Harness  /F;C;D;1;1;
C5070;Wiring;121;1;AC57N10400;Main Body Harness /2;;D;1;1;
C5070;Wiring;121;2;AEEHN10200;Main Body  Harness  /1;;D;1;1;
C5070;Wiring;121;3;A79JM90A00;Ferritecore;;D;1;1;
C5070;Wiring;121;4;AC57M90100;Ferritecore;;D;1;1;
C5070;Wiring;122;1;AEEHN10300;DC   Power Source Harness  /1;;D;1;1;
C5070;Wiring;122;2;AEEHN12701;Main Body  Harness  /4;;D;1;1;
C5070;Wiring;123;1;AEEHN10501;Main Body  Harness  /3;;D;1;1;
C5070;Wiring;123;2;A85CN19900;Interface   Wiring   /1;;D;1;1;
C5070;Wiring;126;1;A50UPP0100;Setting Toner No.2;;S;1;1;
C5070;Wiring;126;2;A5AWP00100;Cleaning  Pad;;S;1;1;
C5070;Wiring;126;3;65AA-9920;Hydrowipe;;S;1;1;
C5070;Wiring;126;4;00GR00260;Grease(Multemp FF-RM);;S;1;1;
C5070;Wiring;126;5;00GR00020;Grease(Plas Guard No.1);;S;1;1;
C5070;Wiring;126;6;00GR00220;Grease(Molykote EM-30L Grease);;S;1;1;
C5070;Wiring;126;7;AE94PGJ000;HANARL KM-712;A,B(only USA),C;S;1;1;
C5070;Wiring;126;8;A1TUPGJ200;Aqua Conditioner (EN);B(only USA),C;S;1;9;
C5070;Wiring;126;9;A50UPJG300;Positioning Jig /C (Temperature Sensor);;S;1;1;
C5070;Wiring;126;10;A50UPJG100;Positioning Jig /A (TS1/2);;S;1;1;
C5070;Wiring;126;11;A50UPJG200;Positioning Jig /B (TS3);;S;1;1;
C5070;Wiring;126;12;9J06PJG100;DF reading chart;;S;1;1;
C5070;Wiring;126;13;A0H2RX0000;Trimmer Unit Support Board;;S;1;1;
C5070;Wiring;126;14;A4F4PJG100;Stapler  Jig;;S;1;1;
C5070;Wiring;126;15;A729PJG000;Stapler Jig Kit;;S;1;1;
C5070;Wiring;126;16;A1DUPJG100;Cleaning  Jig;;S;1;1;
C5070;Wiring;126;17;9J06PJP100;Color chart/A3 size;;S;1;1;
C5070;Wiring;126;18;9J06PJP200;Color chart/11x17size;;S;1;1;
C5070;Wiring;126;19;A79JPJP000;Test chart/A3 size;;S;1;1;
C5070;Wiring;126;20;A79JPJP100;Test chart/11x17 size;;S;1;1;
C5070;Wiring;126;21;120A97110;Adjustment chart/For DF;;S;1;1;
C5070;Wiring;126;22;65AA99500;Ajust Paper For Fixing Unit(16Sheets);;S;1;16;
C5070;Wiring;126;23;A782945003;Adjusting  Sheet;;S;1;1;
C5070;Wiring;126;24;AC0CR78422;Media sensor adjustment paper;;S;1;1;
C5070;Wiring;126;25;A8WC707100;Adjusting  Sheet;;S;1;5;
C5070;Wiring;126;26;00VC-2-00;Drum Cover;;S;4;1;
C5070;Wiring;127;4;AC57942200;Label  /B;;D;1;1;
C5070;Wiring;127;5;A00J169100;Cover;;D;2;5;
C5070;Wiring;127;6;AC57944100;Indicating  Label  /6;;D;1;1;
C5070;Wiring;127;7;A9VE169000;Cover;;D;1;1;
C5070;Wiring;127;8;A9CE955100;Heat blocking  Plate  /2;;D;1;1;
C5070;Wiring;127;9;A9CE955000;Heat blocking  Plate  /1;;D;1;1;
C5070;Wiring;127;11;A50U335600;Cleaning  Seal  /A;;D;8;5;
C5070;Wiring;127;13;A9VE168800;Click Cover;;D;7;5;
C5070;Wiring;128;1;AC57898000;Cover /Inside;;D;1;1;
C5070;Wiring;128;2;A9VE197100;Operation  Cover  /R;;D;1;1;
C5070;Wiring;128;3;A9VE168000;Duct;;D;1;1;
C5070;Wiring;128;5;A50U506500;Support  Shaft;;D;2;1;
C5070;Wiring;128;6;A50U502801;Hold  Guide;;D;1;1;
C5070;Wiring;128;7;A9VE194200;Operation  Cover  /A;;D;1;1;
C5070;Wiring;128;8;A9VE194300;Operation Cover /B;;D;1;1;
C5070;Wiring;128;9;A50U343600;Coupling  /D;;D;1;1;
C5070;Wiring;128;12;AC57896001;Cover /Upper;;D;1;1;
